LAB_LOINC,RAW_LAB_NAME,n
74862-4,"IGG HEAVY LIGHT CHAINS(HLC), S",1
74863-2,"IGG HEAVY LIGHT CHAINS(HLC), S",1
74870-7,"IGM HEAVY LIGHT CHAINS(HLC), S",1
74866-5,"IGM HEAVY LIGHT CHAINS(HLC), S",1
74867-3,"IGM HEAVY LIGHT CHAINS(HLC), S",1
74869-9,"IGA HEAVY LIGHT CHAINS(HLC), S",1
74864-0,"IGA HEAVY LIGHT CHAINS(HLC), S",1
74865-7,"IGA HEAVY LIGHT CHAINS(HLC), S",1
3226-8,PROLONGED APTT,1
3209-4,PROLONGED APTT,1
3187-2,PROLONGED APTT,1
34571-0,PROLONGED APTT,1
6303-2,PROLONGED APTT,1
3232-6,PROLONGED APTT,1
2077-6,SWEAT CHLORIDE RIGHT,2
2077-6,SWEAT CHLORIDE LEFT,2
6265-3,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6034-3,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6096-2,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6085-5,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6209-1,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6244-8,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
7604-2,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6181-2,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6186-1,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
19113-0,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6212-5,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
15283-5,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6078-0,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6109-3,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6025-1,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6189-5,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6075-6,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
7155-5,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6020-2,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6178-8,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6041-8,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6833-8,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6098-8,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
6095-4,"ALLERGEN PROFILE WITH COMPONENT REFLEXES, RESPIRATORYAREA 3",1
30089-7,URINALYSIS WITH REFLEX MICROSCOPIC,6
10579-1,SEMEN ANALYSIS,15
2085-9,L - LIPID PANEL 337877,4
2093-3,L - LIPID PANEL 337877,4
2571-8,L - LIPID PANEL 337877,4
13457-7,L - LIPID PANEL 337877,4
18262-6,L - LIPID PANEL 337877,2
13458-5,L - LIPID PANEL 337877,4
6212-5,ALLERGENS W/TOTAL IGE AREA 8,1
6078-0,ALLERGENS W/TOTAL IGE AREA 8,1
6095-4,ALLERGENS W/TOTAL IGE AREA 8,1
6209-1,ALLERGENS W/TOTAL IGE AREA 8,1
6232-3,ALLERGENS W/TOTAL IGE AREA 8,1
33982-0,ALLERGENS W/TOTAL IGE AREA 8,1
6085-5,ALLERGENS W/TOTAL IGE AREA 8,1
6281-0,ALLERGENS W/TOTAL IGE AREA 8,1
7604-2,ALLERGENS W/TOTAL IGE AREA 8,1
6234-9,ALLERGENS W/TOTAL IGE AREA 8,1
6181-2,ALLERGENS W/TOTAL IGE AREA 8,1
19113-0,ALLERGENS W/TOTAL IGE AREA 8,1
6096-2,ALLERGENS W/TOTAL IGE AREA 8,1
6025-1,ALLERGENS W/TOTAL IGE AREA 8,1
6109-3,ALLERGENS W/TOTAL IGE AREA 8,1
6075-6,ALLERGENS W/TOTAL IGE AREA 8,1
6278-6,ALLERGENS W/TOTAL IGE AREA 8,1
7155-5,ALLERGENS W/TOTAL IGE AREA 8,1
6090-5,ALLERGENS W/TOTAL IGE AREA 8,1
6020-2,ALLERGENS W/TOTAL IGE AREA 8,1
6189-5,ALLERGENS W/TOTAL IGE AREA 8,1
6178-8,ALLERGENS W/TOTAL IGE AREA 8,1
15285-0,ALLERGENS W/TOTAL IGE AREA 8,1
6265-3,ALLERGENS W/TOTAL IGE AREA 8,1
6098-8,ALLERGENS W/TOTAL IGE AREA 8,1
6041-8,ALLERGENS W/TOTAL IGE AREA 8,1
6833-8,ALLERGENS W/TOTAL IGE AREA 8,1
21108-6,ANTIPHOSPHOLIPID SYNDROME DIAGNOSTIC PANEL,7
16135-6,ANTIPHOSPHOLIPID SYNDROME DIAGNOSTIC PANEL,9
5076-5,ANTIPHOSPHOLIPID SYNDROME DIAGNOSTIC PANEL,7
3181-5,ANTIPHOSPHOLIPID SYNDROME DIAGNOSTIC PANEL,9
3182-3,ANTIPHOSPHOLIPID SYNDROME DIAGNOSTIC PANEL,9
16136-4,ANTIPHOSPHOLIPID SYNDROME DIAGNOSTIC PANEL,9
34571-0,ANTIPHOSPHOLIPID SYNDROME DIAGNOSTIC PANEL,6
6303-2,ANTIPHOSPHOLIPID SYNDROME DIAGNOSTIC PANEL,8
3181-5,"CARDIOLIPIN AB (IGG,IGM)",6
3182-3,"CARDIOLIPIN AB (IGG,IGM)",6
27822-6,PROTEIN S ACTIVITY W/REFL PROTEIN S ANTIGEN TOTAL,1
28657-5,"FACTOR X, CHROMOGENIC",1
2885-2,"PROTEIN ELEC + INTERP, SERUM",1
4532-8,C3+C4+COMPT LEGACY,2
4485-9,C3+C4+COMPT LEGACY,2
4498-2,C3+C4+COMPT LEGACY,2
2075-0,CMP14+LP+NONHDL+GGT+CBC/PLT,5
2823-3,CMP14+LP+NONHDL+GGT+CBC/PLT,5
2160-0,CMP14+LP+NONHDL+GGT+CBC/PLT,5
2093-3,CMP14+LP+NONHDL+GGT+CBC/PLT,5
43396-1,CMP14+LP+NONHDL+GGT+CBC/PLT,5
2324-2,CMP14+LP+NONHDL+GGT+CBC/PLT,5
718-7,CMP14+LP+NONHDL+GGT+CBC/PLT,5
2085-9,CMP14+LP+NONHDL+GGT+CBC/PLT,5
789-8,CMP14+LP+NONHDL+GGT+CBC/PLT,5
2571-8,CMP14+LP+NONHDL+GGT+CBC/PLT,5
13457-7,CMP14+LP+NONHDL+GGT+CBC/PLT,5
13458-5,CMP14+LP+NONHDL+GGT+CBC/PLT,5
6690-2,CMP14+LP+NONHDL+GGT+CBC/PLT,5
2345-7,CMP14+LP+NONHDL+GGT+CBC/PLT,5
787-2,CMP14+LP+NONHDL+GGT+CBC/PLT,5
4544-3,CMP14+LP+NONHDL+GGT+CBC/PLT,5
786-4,CMP14+LP+NONHDL+GGT+CBC/PLT,5
785-6,CMP14+LP+NONHDL+GGT+CBC/PLT,5
777-3,CMP14+LP+NONHDL+GGT+CBC/PLT,5
788-0,CMP14+LP+NONHDL+GGT+CBC/PLT,5
3094-0,CMP14+LP+NONHDL+GGT+CBC/PLT,5
17861-6,CMP14+LP+NONHDL+GGT+CBC/PLT,5
1975-2,CMP14+LP+NONHDL+GGT+CBC/PLT,5
2028-9,CMP14+LP+NONHDL+GGT+CBC/PLT,5
1742-6,CMP14+LP+NONHDL+GGT+CBC/PLT,5
1751-7,CMP14+LP+NONHDL+GGT+CBC/PLT,5
1920-8,CMP14+LP+NONHDL+GGT+CBC/PLT,5
2885-2,CMP14+LP+NONHDL+GGT+CBC/PLT,5
1759-0,CMP14+LP+NONHDL+GGT+CBC/PLT,5
10834-0,CMP14+LP+NONHDL+GGT+CBC/PLT,5
6768-6,CMP14+LP+NONHDL+GGT+CBC/PLT,5
2951-2,CMP14+LP+NONHDL+GGT+CBC/PLT,5
88293-6,CMP14+LP+NONHDL+GGT+CBC/PLT,5
3097-3,CMP14+LP+NONHDL+GGT+CBC/PLT,5
88294-4,CMP14+LP+NONHDL+GGT+CBC/PLT,5
11565-9,"ANTI-JO 1 ANTIBODY, IGG",2
16998-7,MONITOR DRUG PROFILE 10 (MW) LEGACY,1
2756-5,MONITOR DRUG PROFILE 10 (MW) LEGACY,3
16252-9,MONITOR DRUG PROFILE 10 (MW) LEGACY,1
2161-8,MONITOR DRUG PROFILE 10 (MW) LEGACY,3
67151-1,TROPONIN T,7
30316-4,ALPHA SUBUNIT LEGACY,1
3024-7,TSH REFLEX TO T4F,2
51435-6,"PROTEIN, TOTAL AND PROTEIN ELECTROPHORESIS WITH IMMUNOFIXATION",4
35559-4,"PROTEIN, TOTAL AND PROTEIN ELECTROPHORESIS WITH IMMUNOFIXATION",1
1920-8,LC AST+CREAT,1
6222-4,"ALLERGEN PALM, QUEEN IGE",2
6124-2,ALLERGEN GIANT RAGWEED,2
6077-2,W013-IGE COCKLEBUR,2
7287-6,ALLERGEN: DOG FENNEL IGE LEGACY,2
7272-8,"ALLERGEN CYPRESS, BALD (WHITE) IGE LEGACY",2
7195-1,ALLERGEN CEDAR RED (JUNIPERUS VIRGINIANA IGE LEGACY,2
6252-1,M010-IGE STEMPHYLIUM HERBARUM,2
6094-7,ALLERGEN CURVULARIA LUNATA LEGACY,2
6860-1,M205-IGE TRICHOPHYTON RUBRUM,1
6232-3,W016-IGE ROUGH MARSHELDER LEGACY,2
7419-5,E003-IGE HORSE DANDER LEGACY,1
6091-3,E004-IGE COW DANDER,1
6195-2,G003-IGE ORCHARD GRASS,2
6278-6,"WHITE ASH, IGE LEGACY",2
6171-3,ALLERGEN MELALEUCA IGE LEGACY,2
6164-8,VIRGINIA LIVE OAK (RT218) IGE LEGACY,2
6156-4,ALLERGEN LAMB'S QUARTERS (GOOSE FOOT),2
7155-5,ALLERGEN MAPLE/BOX ELDER IGE,2
6212-5,M001-IGE PENICILLIUM CHRYSOGEN,22
6265-3,"TIMOTHY GRASS, IGE LEGACY",2
6034-3,ALLERGEN BAHIA GRASS,2
7369-2,ALLERGEN PERENNIAL RYE GRASS,2
3181-5,ANTIPHOSPHOLIPID ANTIBODY PANEL,1
5076-5,ANTIPHOSPHOLIPID ANTIBODY PANEL,1
21108-6,ANTIPHOSPHOLIPID ANTIBODY PANEL,1
16135-6,ANTIPHOSPHOLIPID ANTIBODY PANEL,1
3182-3,ANTIPHOSPHOLIPID ANTIBODY PANEL,1
14246-3,ANTIPHOSPHOLIPID ANTIBODY PANEL,1
13069-0,ANTIPHOSPHOLIPID ANTIBODY PANEL,1
14245-5,ANTIPHOSPHOLIPID ANTIBODY PANEL,1
16136-4,ANTIPHOSPHOLIPID ANTIBODY PANEL,1
34148-7,LYME ANTIBODY/LINE BLOT REFLEX,1
5064-1,LYME ANTIBODY/LINE BLOT REFLEX,1
2667-4,"CATECHOLAMINES, FRACTIONATED, URINE, 24 HOUR",2
11046-0,"CATECHOLAMINES, FRACTIONATED, URINE, 24 HOUR",2
2217-8,"CATECHOLAMINES, FRACTIONATED, URINE, 24 HOUR",2
6085-5,"ALLERGY EVALUATION 3, SUBTROPICAL",1
6041-8,"ALLERGY EVALUATION 3, SUBTROPICAL",1
6020-2,"ALLERGY EVALUATION 3, SUBTROPICAL",1
6095-4,"ALLERGY EVALUATION 3, SUBTROPICAL",1
7604-2,"ALLERGY EVALUATION 3, SUBTROPICAL",1
6098-8,"ALLERGY EVALUATION 3, SUBTROPICAL",1
6152-3,"ALLERGY EVALUATION 3, SUBTROPICAL",1
6189-5,"ALLERGY EVALUATION 3, SUBTROPICAL",1
6075-6,"ALLERGY EVALUATION 3, SUBTROPICAL",1
6833-8,"ALLERGY EVALUATION 3, SUBTROPICAL",1
13080-7,ANTIPHOSPHOTIDYL AB PANEL I,1
13082-3,ANTIPHOSPHOTIDYL AB PANEL I,1
13084-9,ANTIPHOSPHOTIDYL AB PANEL I,1
13079-9,ANTIPHOSPHOTIDYL AB PANEL I,1
13081-5,ANTIPHOSPHOTIDYL AB PANEL I,1
13083-1,ANTIPHOSPHOTIDYL AB PANEL I,1
5970-9,PLASMINOGEN ACTIVITY,6
,VITAMIN B3,2
8099-4,THYROID PEROXIDASE (TPO) AB,74
53115-2,WHITE BLOOD COUNT AND DIFFERENTIAL,6
770-8,WHITE BLOOD COUNT AND DIFFERENTIAL,10
6690-2,WHITE BLOOD COUNT AND DIFFERENTIAL,12
71695-1,WHITE BLOOD COUNT AND DIFFERENTIAL,6
731-0,WHITE BLOOD COUNT AND DIFFERENTIAL,10
751-8,WHITE BLOOD COUNT AND DIFFERENTIAL,10
742-7,WHITE BLOOD COUNT AND DIFFERENTIAL,10
706-2,WHITE BLOOD COUNT AND DIFFERENTIAL,10
5905-5,WHITE BLOOD COUNT AND DIFFERENTIAL,10
713-8,WHITE BLOOD COUNT AND DIFFERENTIAL,10
736-9,WHITE BLOOD COUNT AND DIFFERENTIAL,10
1558-6,"GLUCOSE TOLERANCE TEST, 2 SPECIMENS (75G)",2
1518-0,"GLUCOSE TOLERANCE TEST, 2 SPECIMENS (75G)",2
33314-6,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
33313-8,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
33935-8,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
11573-3,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
8099-4,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
75880-5,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
3182-3,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
16136-4,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
4498-2,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
16135-6,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
4485-9,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
3181-5,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
5076-5,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
21108-6,"ANALYZER ANA, IFA WITH REFLEX TITER/PATTERN, SYSTEMIC AUTOIMMUNE PANEL 1",3
6833-8,"ALLERGEN CAT HAIR/DANDER,STANDARD IGE",4
6106-9,"CHILDHOOD ALLERGY PROFILE, IGE",3
6098-8,"CHILDHOOD ALLERGY PROFILE, IGE",3
6075-6,"CHILDHOOD ALLERGY PROFILE, IGE",3
6020-2,"CHILDHOOD ALLERGY PROFILE, IGE",3
6833-8,"CHILDHOOD ALLERGY PROFILE, IGE",3
6206-7,"CHILDHOOD ALLERGY PROFILE, IGE",3
19113-0,"CHILDHOOD ALLERGY PROFILE, IGE",3
6174-7,"CHILDHOOD ALLERGY PROFILE, IGE",3
7138-1,"CHILDHOOD ALLERGY PROFILE, IGE",3
6246-3,"CHILDHOOD ALLERGY PROFILE, IGE",3
6276-0,"CHILDHOOD ALLERGY PROFILE, IGE",3
6273-7,"CHILDHOOD ALLERGY PROFILE, IGE",3
6096-2,"CHILDHOOD ALLERGY PROFILE, IGE",3
6082-2,"CHILDHOOD ALLERGY PROFILE, IGE",3
6095-4,"CHILDHOOD ALLERGY PROFILE, IGE",3
6078-0,"CHILDHOOD ALLERGY PROFILE, IGE",3
90780-8,INFLIXIMAB LEVEL AND ANTI-DRUG ANTIBODY FOR IBD,4
1558-6,GLUCOSE/PLASMA NAF,16
33935-8,"ANA, IFA RHEUMATOID ARTHRITIS DIAGNOSTIC PANEL WITH REFLEX TITER/PATTERN",6
11572-5,"ANA, IFA RHEUMATOID ARTHRITIS DIAGNOSTIC PANEL WITH REFLEX TITER/PATTERN",6
32024-2,"MAGNESIUM, URINE, 24 HOUR",5
28009-9,"MAGNESIUM, URINE, 24 HOUR",5
19124-7,"MAGNESIUM, URINE, 24 HOUR",5
87408-1,"USTEKINUMAB QUANTITATION WITH ANTIBODIES, SERUM",1
87409-9,"USTEKINUMAB QUANTITATION WITH ANTIBODIES, SERUM",1
,"VEDOLIZUMAB QUANTITATION WITH ANTIBODIES, SERUM",3
5159-9,"EPSTEIN-BARR VIRUS VCA, IGM",9
2085-9,LC LP+NON-HDL CHOLESTEROL,1
2093-3,LC LP+NON-HDL CHOLESTEROL,1
2571-8,LC LP+NON-HDL CHOLESTEROL,1
13457-7,LC LP+NON-HDL CHOLESTEROL,1
43396-1,LC LP+NON-HDL CHOLESTEROL,1
13458-5,LC LP+NON-HDL CHOLESTEROL,1
11034-6,"ACETYLCHOLINE RECEPTOR AB, ALL LEGACY",3
11561-8,"ACETYLCHOLINE RECEPTOR AB, ALL LEGACY",3
1558-6,"GLUCOSE (2 SPEC, WHO) TOLER,S",2
1518-0,"GLUCOSE (2 SPEC, WHO) TOLER,S",2
55180-4,"HE4, OVARIAN CANCER MONITORING",1
2991-8,"TESTOSTERONE, FREE WITH SHBG-ESOTERIX",2
2986-8,"TESTOSTERONE, FREE WITH SHBG-ESOTERIX",2
15432-8,"TESTOSTERONE, FREE WITH SHBG-ESOTERIX",2
13967-5,"TESTOSTERONE, FREE WITH SHBG-ESOTERIX",2
6078-0,ALLERGENS W/TOTAL IGE AREA 1,1
6265-3,ALLERGENS W/TOTAL IGE AREA 1,1
6096-2,ALLERGENS W/TOTAL IGE AREA 1,1
6090-5,ALLERGENS W/TOTAL IGE AREA 1,1
7604-2,ALLERGENS W/TOTAL IGE AREA 1,1
15285-0,ALLERGENS W/TOTAL IGE AREA 1,1
6281-0,ALLERGENS W/TOTAL IGE AREA 1,1
6181-2,ALLERGENS W/TOTAL IGE AREA 1,1
6278-6,ALLERGENS W/TOTAL IGE AREA 1,1
6183-8,ALLERGENS W/TOTAL IGE AREA 1,1
6085-5,ALLERGENS W/TOTAL IGE AREA 1,1
6244-8,ALLERGENS W/TOTAL IGE AREA 1,1
19113-0,ALLERGENS W/TOTAL IGE AREA 1,1
6075-6,ALLERGENS W/TOTAL IGE AREA 1,1
6178-8,ALLERGENS W/TOTAL IGE AREA 1,1
6212-5,ALLERGENS W/TOTAL IGE AREA 1,1
33982-0,ALLERGENS W/TOTAL IGE AREA 1,1
6020-2,ALLERGENS W/TOTAL IGE AREA 1,1
6109-3,ALLERGENS W/TOTAL IGE AREA 1,1
6025-1,ALLERGENS W/TOTAL IGE AREA 1,1
15283-5,ALLERGENS W/TOTAL IGE AREA 1,1
7155-5,ALLERGENS W/TOTAL IGE AREA 1,1
6189-5,ALLERGENS W/TOTAL IGE AREA 1,1
6041-8,ALLERGENS W/TOTAL IGE AREA 1,1
6833-8,ALLERGENS W/TOTAL IGE AREA 1,1
6098-8,ALLERGENS W/TOTAL IGE AREA 1,1
6095-4,ALLERGENS W/TOTAL IGE AREA 1,1
2965-2,URINALYSIS CHEM ONLY,11
20405-7,URINALYSIS CHEM ONLY,11
2756-5,"DRUG PANEL, URINE",3
2161-8,"DRUG PANEL, URINE",3
17864-0,"PTH, INTACT (ICMA) AND IONIZED CALCIUM",2
718-7,POCT HEMOGLOBIN & HEMATOCRIT CALC UNSOLICITED RESULTS,7
20570-8,POCT HEMOGLOBIN & HEMATOCRIT CALC UNSOLICITED RESULTS,7
5404-9,"VARICELLA ZOSTER ANTIBODY, IGM",30
,ANTIBODY TITER- PREVIOUS,8
1798-8,AMYLASE AND LIPASE,7
3040-3,AMYLASE AND LIPASE,7
41649-5,POCT ELECTROLYTES UNSOLICITED RESULTS,13
39791-9,POCT ELECTROLYTES UNSOLICITED RESULTS,13
39789-3,POCT ELECTROLYTES UNSOLICITED RESULTS,13
41645-3,POCT ELECTROLYTES UNSOLICITED RESULTS,13
2161-8,TOXASSURE SELECT (LABCORP MEDWATCH),5
58396-3,TOXASSURE SELECT (LABCORP MEDWATCH),5
58395-5,TOXASSURE SELECT (LABCORP MEDWATCH),5
86609-5,TOXASSURE SELECT (LABCORP MEDWATCH),5
61423-0,TOXASSURE SELECT (LABCORP MEDWATCH),5
5193-8,HEPATITIS B SURFACE AB QUAL/QUANT-MAYO,8
,"POTASSIUM, URINE, 24 HOUR",5
28009-9,"POTASSIUM, URINE, 24 HOUR",5
2828-2,"POTASSIUM, URINE, 24 HOUR",5
2079-2,"CHLORIDE, URINE, 24 HOUR",1
28009-9,"CHLORIDE, URINE, 24 HOUR",1
2078-4,"CHLORIDE, URINE, 24 HOUR",1
3087-4,"URIC ACID, URINE, 24 HOUR",4
28009-9,"URIC ACID, URINE, 24 HOUR",4
3086-6,"URIC ACID, URINE, 24 HOUR",4
16251-1,MONITOR DRUG PROFILE 10 (MW) LEGACY,1
26515-7,PLATELET ANTIBODY-MAYO,3
,PREPARE FRESH FROZEN PLASMA (IN ML),6349
53982-5,ANA COMPREHENSIVE PANEL,9
11565-9,ANA COMPREHENSIVE PANEL,9
11090-8,ANA COMPREHENSIVE PANEL,9
5130-0,ANA COMPREHENSIVE PANEL,9
29374-6,ANA COMPREHENSIVE PANEL,9
51775-5,ANA COMPREHENSIVE PANEL,9
17792-3,ANA COMPREHENSIVE PANEL,9
17791-5,ANA COMPREHENSIVE PANEL,9
27416-7,ANA COMPREHENSIVE PANEL,9
80659-6,POCT ACT KAOLIN UNSOLICITED RESULTS,50
74117-3,ADALIMUMAB+AB (SERIAL MONITOR),5
74116-5,ADALIMUMAB+AB (SERIAL MONITOR),6
58368-2,TOXASSURE SELECT (LABCORP MEDWATCH),5
58367-4,TOXASSURE SELECT (LABCORP MEDWATCH),5
58369-0,TOXASSURE SELECT (LABCORP MEDWATCH),5
3193-0,FACTOR V (5) ACTIVITY,9
1794-7,PANCREATIC ENZYME FLUID COLLECTION 3,7
2748-2,PANCREATIC ENZYME FLUID COLLECTION 3,7
3059-3,PANCREATIC ENZYME FLUID COLLECTION 3,7
2123-8,PANCREATIC ENZYME FLUID COLLECTION 3,7
15212-4,PANCREATIC ENZYME FLUID COLLECTION 3,7
1794-7,PANCREATIC ENZYME FLUID COLLECTION 4,7
2748-2,PANCREATIC ENZYME FLUID COLLECTION 4,7
3059-3,PANCREATIC ENZYME FLUID COLLECTION 4,7
2123-8,PANCREATIC ENZYME FLUID COLLECTION 4,7
15212-4,PANCREATIC ENZYME FLUID COLLECTION 4,7
1794-7,PANCREATIC ENZYME FLUID COLLECTION 1,7
2748-2,PANCREATIC ENZYME FLUID COLLECTION 1,7
3059-3,PANCREATIC ENZYME FLUID COLLECTION 1,7
2123-8,PANCREATIC ENZYME FLUID COLLECTION 1,7
15212-4,PANCREATIC ENZYME FLUID COLLECTION 1,7
1794-7,PANCREATIC ENZYME FLUID COLLECTION 2,7
2748-2,PANCREATIC ENZYME FLUID COLLECTION 2,7
3059-3,PANCREATIC ENZYME FLUID COLLECTION 2,7
2123-8,PANCREATIC ENZYME FLUID COLLECTION 2,7
15212-4,PANCREATIC ENZYME FLUID COLLECTION 2,7
87408-1,ANTIBODY TEST FOR STELARA,4
88992-3,ANTIBODY TEST FOR STELARA,4
62467-6,ASPERGILLUS AG BAL/SERUM LEGACY,1
6189-5,REGIONAL PANEL 3,1
6038-4,REGIONAL PANEL 3,1
6153-1,REGIONAL PANEL 3,1
6244-8,REGIONAL PANEL 3,1
6077-2,REGIONAL PANEL 3,1
6041-8,REGIONAL PANEL 3,1
15285-0,REGIONAL PANEL 3,1
6115-0,REGIONAL PANEL 3,1
6109-3,REGIONAL PANEL 3,1
6128-3,REGIONAL PANEL 3,1
6090-5,REGIONAL PANEL 3,1
6156-4,REGIONAL PANEL 3,1
6285-1,REGIONAL PANEL 3,1
6085-5,REGIONAL PANEL 3,1
7407-0,REGIONAL PANEL 3,1
6110-1,REGIONAL PANEL 3,1
15283-5,REGIONAL PANEL 3,1
6034-3,REGIONAL PANEL 3,1
7155-5,REGIONAL PANEL 3,1
6152-3,REGIONAL PANEL 3,1
5232-4,"GAD65, IA-2, AND INSULIN AUTOANTIBODY",3
56540-8,"GAD65, IA-2, AND INSULIN AUTOANTIBODY",3
56718-0,"GAD65, IA-2, AND INSULIN AUTOANTIBODY",3
6081-4,ALLERGEN COCONUT IGE,1
6136-6,ALLERGEN HAZELNUT/FILBERT IGE,1
6718-1,ALLERGEN CASHEW,1
6208-3,ALLERGEN PECAN NUT IGE,1
6270-3,ALLERGEN TUNA,1
6165-5,ALLERGEN LOBSTER,1
6082-2,ALLERGEN CODFISH,2
39545-9,ALLERGEN CRAB IGE,2
6019-4,ALLERGEN ALMONDS,2
6206-7,ALLERGEN PEANUT,1
17803-8,"CELL COUNT WITH DIFFERENTIAL, BODY FLUID",8
777-3,CBC+PLATELET+HEM REVIEW,3
788-0,CBC+PLATELET+HEM REVIEW,3
718-7,CBC+PLATELET+HEM REVIEW,3
6690-2,CBC+PLATELET+HEM REVIEW,3
789-8,CBC+PLATELET+HEM REVIEW,3
737-7,CBC+PLATELET+HEM REVIEW,3
732-8,CBC+PLATELET+HEM REVIEW,3
23761-0,CBC+PLATELET+HEM REVIEW,3
744-3,CBC+PLATELET+HEM REVIEW,3
753-4,CBC+PLATELET+HEM REVIEW,3
743-5,CBC+PLATELET+HEM REVIEW,3
786-4,CBC+PLATELET+HEM REVIEW,3
787-2,CBC+PLATELET+HEM REVIEW,3
785-6,CBC+PLATELET+HEM REVIEW,3
4544-3,CBC+PLATELET+HEM REVIEW,3
6014-5,VON WILLEBRAND PANEL,1
3209-4,VON WILLEBRAND PANEL,1
27816-8,VON WILLEBRAND PANEL,1
14979-9,VON WILLEBRAND PANEL,1
2779-7,STONERISK(R) DIAGNOSTIC PROFILE,2
26889-6,STONERISK(R) DIAGNOSTIC PROFILE,2
6874-2,STONERISK(R) DIAGNOSTIC PROFILE,2
3167-4,STONERISK(R) DIAGNOSTIC PROFILE,2
27378-9,STONERISK(R) DIAGNOSTIC PROFILE,2
25308-8,STONERISK(R) DIAGNOSTIC PROFILE,2
43423-3,STONERISK(R) DIAGNOSTIC PROFILE,2
24447-5,STONERISK(R) DIAGNOSTIC PROFILE,2
2162-6,STONERISK(R) DIAGNOSTIC PROFILE,2
42678-3,STONERISK(R) DIAGNOSTIC PROFILE,2
2829-0,STONERISK(R) DIAGNOSTIC PROFILE,2
42673-4,STONERISK(R) DIAGNOSTIC PROFILE,2
34736-9,STONERISK(R) DIAGNOSTIC PROFILE,2
53811-6,STONERISK(R) DIAGNOSTIC PROFILE,2
2956-1,STONERISK(R) DIAGNOSTIC PROFILE,2
3087-4,STONERISK(R) DIAGNOSTIC PROFILE,2
6687-8,STONERISK(R) DIAGNOSTIC PROFILE,2
2701-1,STONERISK(R) DIAGNOSTIC PROFILE,2
